ID,Company,Product,TypeName,Inches,ScreenResolution,Ram,OpSys,Weight,CPU,GPU,MemoryType,MemorySize,price
1107,MSI,GE72 Apache,Gaming,17.3,2073600,8,Windows 10,2.9,Intel Core i7,Nvidia GeForce Graphics, SSD&HDD,1128,expinsive
1108,Lenovo,Yoga 500-15ISK,2 in 1 Convertible,15.6,2073600,4,Windows 10,2.1,Intel Core i5,Intel HD Graphics, SSD,256,ideal price
1109,HP,15-bw011nv (A6-9220/4GB/1TB/FHD/W10),Notebook,15.6,2073600,4,Windows 10,2.1,AMD A-Series,AMD Radeon Graphics, HDD,1000,inexpensive
1110,Asus,Rog GL552VW-CN470T,Gaming,15.6,2073600,16,Windows 10,2.59,Intel Core i7,Nvidia GeForce Graphics, SSD&HDD,1128,moderetly expensive
1111,HP,EliteBook 1030,Notebook,13.3,5760000,8,Windows 10,1.16,Intel Core M,Intel HD Graphics, SSD,256,expinsive
1112,Dell,Vostro 3559,Notebook,15.6,1049088,4,Windows 7,2.24,Intel Core i5,AMD Radeon Graphics, HDD,500,ideal price
1113,Lenovo,V110-15ISK (i3-6006U/4GB/128GB/W10),Notebook,15.6,1049088,4,Windows 10,2.1,Intel Core i3,Intel HD Graphics, SSD,128,inexpensive
1114,HP,Spectre Pro,Ultrabook,13.3,2073600,8,Windows 10,1.16,Intel Core i7,Intel HD Graphics, SSD,512,expinsive
1115,Lenovo,Yoga Book,2 in 1 Convertible,10.1,2304000,4,Android,0.69,Intel Atom x,Intel HD Graphics, Flash Storage,64,ideal price
1116,Dell,XPS 13,Ultrabook,13.3,2073600,8,Windows 10,1.23,Intel Core i7,Intel Iris Graphics, SSD,256,moderetly expensive
1117,Lenovo,IdeaPad Y900-17ISK,Gaming,17.3,2073600,16,Windows 10,4.6,Intel Core i7,Nvidia GeForce Graphics, SSD&Hybrid,1256,very expensive
1118,Razer,Blade Stealth,Ultrabook,12.5,8294400,8,Windows 10,1.25,Intel Core i7,Intel HD Graphics, SSD,256,moderetly expensive
1119,Toshiba,Portege X30-D-10K,Ultrabook,13.3,2073600,16,Windows 10,1.05,Intel Core i7,Intel HD Graphics, SSD,512,very expensive
1120,Asus,Rog GL752VW-T4308T,Gaming,17.3,2073600,8,Windows 10,3.52,Intel Core i7,Nvidia GeForce Graphics, SSD&HDD,1128,moderetly expensive
1121,Vero,V131 (X5-Z8350/4GB/32GB/FHD/W10),Notebook,13.3,2073600,4,Windows 10,1.35,Intel Atom x,Intel HD Graphics, Flash Storage,32,inexpensive
1122,HP,Spectre Pro,Notebook,13.3,2073600,8,Windows 10,1.16,Intel Core i5,Intel HD Graphics, SSD,256,expinsive
1123,HP,EliteBook 1040,Notebook,14,2073600,8,Windows 7,1.43,Intel Core i5,Intel HD Graphics, SSD,256,expinsive
1124,Dell,Latitude E5570,Notebook,15.6,1049088,4,Linux,2.09,Intel Core i5,Intel HD Graphics, HDD,500,ideal price
1125,Asus,VivoBook Max,Notebook,15.6,1049088,4,Windows 10,2,Intel Core i3,Intel HD Graphics, HDD,1000,inexpensive
1126,Lenovo,ThinkPad Yoga,2 in 1 Convertible,14,2073600,8,Windows 10,1.8,Intel Core i7,Intel HD Graphics, SSD,256,expinsive
1127,Lenovo,Yoga Book,2 in 1 Convertible,10.1,2304000,4,Windows 10,0.69,Intel Atom x,Intel HD Graphics, Flash Storage,64,inexpensive
1128,HP,EliteBook 820,Ultrabook,12.5,1049088,8,Windows 7,1.26,Intel Core i5,Intel HD Graphics, SSD,256,expinsive
1129,Lenovo,Legion Y520-15IKBN,Gaming,15.6,2073600,8,No OS,2.4,Intel Core i5,Nvidia GeForce Graphics, SSD&HDD,1128,ideal price
1130,HP,Omen -,Gaming,17.3,2073600,8,Windows 10,3.35,Intel Core i5,Nvidia GeForce Graphics, SSD&HDD,1128,moderetly expensive
1131,HP,15-bs078cl (i7-7500U/8GB/2TB/W10),Notebook,15.6,1049088,8,Windows 10,2.04,Intel Core i7,Intel HD Graphics, HDD,2000,ideal price
1132,Lenovo,ThinkPad P40,2 in 1 Convertible,14,2073600,8,Windows 7,1.8,Intel Core i7,Nvidia Quadro, SSD,512,very expensive
1133,Asus,L403NA-GA013TS (N3350/4GB/32GB/W10),Notebook,14,1049088,4,Windows 10,1.5,Intel Celeron,Intel HD Graphics, Flash Storage,32,inexpensive
1134,HP,250 G6,Ultrabook,15.6,2073600,8,Windows 10,1.84,Intel Core i7,Intel HD Graphics, SSD,256,ideal price
1135,Acer,Aspire E5-576G,Notebook,15.6,2073600,4,Windows 10,2.23,Intel Core i5,Nvidia GeForce Graphics, HDD,1000,ideal price
1136,Lenovo,IdeaPad 500-15ISK,Notebook,15.6,2073600,16,Windows 10,2.5,Intel Core i7,AMD Radeon Graphics, Hybrid,1000,moderetly expensive
1137,HP,ZBook 17,Workstation,17.3,2073600,8,Windows 7,3,Intel Core i7,Nvidia Quadro, SSD,256,very expensive
1138,Dell,Inspiron 5567,Notebook,15.6,1049088,8,Windows 10,2.5,Intel Core i5,AMD Radeon Graphics, HDD,1000,ideal price
1139,MSI,GT72S Dominator,Gaming,17.3,2073600,16,Windows 10,3.78,Intel Core i7,Nvidia GeForce Graphics, SSD&HDD,1256,very expensive
1140,HP,EliteBook 850,Ultrabook,15.6,2073600,8,Windows 7,1.88,Intel Core i7,Intel HD Graphics, SSD,256,very expensive
1141,Lenovo,ThinkPad X1,2 in 1 Convertible,14,3686400,16,Windows 10,2.8,Intel Core i7,Intel HD Graphics, SSD,512,very expensive
1142,MSI,GP62M 7RDX,Gaming,15.6,2073600,8,Windows 10,2.4,Intel Core i7,Nvidia GeForce Graphics, SSD&HDD,1128,moderetly expensive
1143,HP,Spectre Pro,2 in 1 Convertible,13.3,2073600,8,Windows 10,1.48,Intel Core i5,Intel HD Graphics, SSD,256,expinsive
1144,HP,ZBook 15,Workstation,15.6,2073600,8,Windows 7,2.59,Intel Core i7,Nvidia Quadro, SSD,256,very expensive
1145,HP,Spectre Pro,2 in 1 Convertible,13.3,3686400,8,Windows 10,1.48,Intel Core i7,Intel HD Graphics, SSD,256,expinsive
1146,HP,ZBook Studio,Workstation,15.6,2073600,8,Windows 7,2,Intel Core i7,Nvidia Quadro, SSD,256,expinsive
1147,HP,EliteBook 820,Ultrabook,12.5,2073600,8,Windows 7,1.26,Intel Core i7,Intel HD Graphics, SSD,256,very expensive
1148,Dell,Vostro 5568,Notebook,15.6,2073600,8,Windows 10,2.18,Intel Core i7,Nvidia GeForce Graphics, SSD,256,moderetly expensive
1149,HP,EliteBook 850,Notebook,15.6,2073600,8,Windows 7,1.88,Intel Core i5,Intel HD Graphics, SSD,256,expinsive
1150,Lenovo,ThinkPad X1,2 in 1 Convertible,14,3686400,8,Windows 10,1.27,Intel Core i7,Intel HD Graphics, SSD,256,very expensive
1151,Lenovo,V110-15ISK (i3-6006U/4GB/1TB/No,Notebook,15.6,1049088,4,No OS,1.9,Intel Core i3,Intel HD Graphics, HDD,1000,inexpensive
1152,HP,15-BA015wm (E2-7110/4GB/500GB/W10),Notebook,15.6,1049088,4,Windows 10,1.86,AMD E-Series,AMD Radeon Graphics, HDD,500,inexpensive
1153,Lenovo,B51-80 (i5-6200U/8GB/1TB/Radeon,Notebook,15.6,2073600,8,No OS,2.32,Intel Core i5,AMD Radeon Graphics, HDD,1000,ideal price
1154,Dell,Inspiron 7567,Gaming,15.6,2073600,8,Windows 10,2.62,Intel Core i7,Nvidia GeForce Graphics, HDD,1000,moderetly expensive
1155,Dell,XPS 15,Notebook,15.6,8294400,8,Windows 10,2.04,Intel Core i5,Nvidia GeForce Graphics, SSD,256,very expensive
1156,HP,15-bw002nv (A6-9220/4GB/256GB/Radeon,Notebook,15.6,2073600,4,Windows 10,1.91,AMD A-Series,AMD Radeon Graphics, SSD,256,inexpensive
1157,MSI,GP72M 7REX,Gaming,17.3,2073600,16,Windows 10,2.7,Intel Core i7,Nvidia GeForce Graphics, SSD&HDD,1256,moderetly expensive
1158,Lenovo,ThinkPad T460s,Ultrabook,14,2073600,12,Windows 7,1.4,Intel Core i7,Intel HD Graphics, SSD,512,very expensive
1159,Lenovo,B51-80 (i5-6200U/8GB/1008GB/Radeon,Notebook,15.6,2073600,8,Windows 10,2.5,Intel Core i5,AMD Radeon Graphics, Hybrid,1000,ideal price
1160,HP,Spectre Pro,2 in 1 Convertible,13.3,3686400,8,Windows 10,1.48,Intel Core i7,Intel HD Graphics, SSD,512,very expensive
1161,Lenovo,ThinkPad T460,Ultrabook,14,2073600,8,Windows 7,1.7,Intel Core i7,Intel HD Graphics, SSD,256,moderetly expensive
1162,MSI,GS40 Phantom,Gaming,14,2073600,16,Windows 10,1.7,Intel Core i7,Nvidia GeForce Graphics, SSD&HDD,1256,expinsive
1163,HP,Pavilion 15-cb003nv,Gaming,15.6,2073600,8,Windows 10,2.62,Intel Core i7,Nvidia GeForce Graphics, HDD,1000,ideal price
1164,Lenovo,IdeaPad 310-15ISK,Notebook,15.6,1049088,8,Windows 10,2.2,Intel Core i3,Intel HD Graphics, HDD,1000,inexpensive
1165,HP,250 G4,Notebook,15.6,1049088,4,No OS,2.1,Intel Core i5,Intel HD Graphics, HDD,500,inexpensive
1166,Dell,Inspiron 7567,Gaming,15.6,8294400,8,Windows 10,2.62,Intel Core i7,Nvidia GeForce Graphics, SSD&HDD,1128,moderetly expensive
1167,Lenovo,ThinkPad T570,Notebook,15.6,2073600,8,Windows 10,1.95,Intel Core i5,Intel HD Graphics, SSD,256,moderetly expensive
1168,Lenovo,320-15ISK (i3-6006U/4GB/1TB/GeForce,Notebook,15.6,2073600,4,Windows 10,2.2,Intel Core i3,Nvidia GeForce Graphics, HDD,1000,inexpensive
1169,HP,Stream 14-AX000nv,Notebook,14,1049088,2,Windows 10,1.44,Intel Celeron,Intel HD Graphics, Flash Storage,32,inexpensive
1170,MSI,PL60 7RD,Gaming,15.6,2073600,8,Windows 10,2.2,Intel Core i7,Nvidia GeForce Graphics, HDD,1000,ideal price
1171,HP,250 G5,Notebook,15.6,2073600,8,Windows 10,1.96,Intel Core i7,Intel HD Graphics, SSD,256,ideal price
1172,HP,ProBook 450,Notebook,15.6,2073600,16,Windows 10,2.1,Intel Core i7,Intel UHD Graphics, SSD,512,moderetly expensive
1173,Asus,X553SA-XX021T (N3050/4GB/500GB/W10),Notebook,15.6,1049088,4,Windows 10,2.2,Intel Celeron,Intel HD Graphics, HDD,500,inexpensive
1174,Lenovo,V110-15ISK (i5-6200U/4GB/500GB/No,Notebook,15.6,1049088,4,No OS,2.1,Intel Core i5,Intel HD Graphics, HDD,500,inexpensive
1175,Lenovo,IdeaPad 510-15IKB,Notebook,15.6,2073600,8,No OS,2.2,Intel Core i7,Nvidia GeForce Graphics, HDD,1000,ideal price
1176,Asus,UX410UA-GV097T (i3-7100U/4GB/256GB/FHD/W10),Notebook,14,2073600,4,Windows 10,2,Intel Core i3,Intel HD Graphics, SSD,256,ideal price
1177,Lenovo,B51-80 (i7-6500U/4GB/1008GB/FHD/W7),Notebook,15.6,2073600,4,Windows 7,2.32,Intel Core i7,Intel HD Graphics, Hybrid,1000,ideal price
1178,Lenovo,IdeaPad Y700-15ISK,Gaming,15.6,2073600,16,Windows 10,3.31,Intel Core i7,Nvidia GeForce Graphics, SSD,512,moderetly expensive
1179,MSI,GS60 Ghost,Gaming,15.6,2073600,16,Windows 10,1.91,Intel Core i7,Nvidia GeForce Graphics, SSD&HDD,1128,very expensive
1180,HP,ProBook 450,Notebook,15.6,1049088,4,Windows 10,2.07,Intel Core i3,Intel HD Graphics, HDD,500,ideal price
1181,Lenovo,ThinkPad X1,2 in 1 Convertible,14,3686400,8,Windows 10,1.36,Intel Core i5,Intel HD Graphics, SSD,256,expinsive
1182,Lenovo,IdeaPad 310-15IKB,Ultrabook,15.6,2073600,6,Windows 10,1.54,Intel Core i7,Nvidia GeForce Graphics, SSD,256,ideal price
1183,Dell,Vostro 5568,Notebook,15.6,2073600,8,Linux,1.98,Intel Core i7,Nvidia GeForce Graphics, SSD,256,ideal price
1184,Acer,Aspire 3,Notebook,15.6,1049088,4,Windows 10,2.1,Intel Celeron,Intel HD Graphics, HDD,500,inexpensive
1185,HP,Pavilion 15-BC000nv,Notebook,15.6,2073600,6,Windows 10,2.18,Intel Core i7,Nvidia GeForce Graphics, HDD,1000,ideal price
1186,Asus,Rog GL552VW-DM201T,Gaming,15.6,2073600,8,Windows 10,2.591,Intel Core i7,Nvidia GeForce Graphics, SSD&HDD,1256,ideal price
1187,Dell,Inspiron 5578,2 in 1 Convertible,15.6,2073600,16,Windows 10,2.09,Intel Core i7,Intel HD Graphics, SSD,512,moderetly expensive
1188,Acer,Aspire E5-576G,Notebook,15.6,2073600,4,Windows 10,2.23,Intel Core i5,Nvidia GeForce Graphics, SSD,256,ideal price
1189,Dell,XPS 13,Ultrabook,13.3,5760000,8,Linux,1.23,Intel Core i5,Intel HD Graphics, SSD,256,moderetly expensive
1190,Acer,Predator G9-793,Gaming,17.3,2073600,16,Windows 10,4.2,Intel Core i7,Nvidia GeForce Graphics, SSD&HDD,1256,very expensive
1191,Lenovo,Legion Y520-15IKBN,Gaming,15.6,2073600,8,Windows 10,2.4,Intel Core i5,Nvidia GeForce Graphics, HDD,1000,ideal price
1192,Samsung,Chromebook Plus,2 in 1 Convertible,12.3,3840000,4,Chrome OS,1.15,Other,Other, Flash Storage,32,ideal price
1193,HP,250 G6,Notebook,15.6,1049088,4,Windows 10,1.86,Intel Core i5,Intel HD Graphics, HDD,500,inexpensive
1194,Apple,"MacBook 12""",Ultrabook,12,3317760,8,Mac OS X,0.92,Intel Core M,Intel HD Graphics, Flash Storage,256,moderetly expensive
1195,Dell,Inspiron 7378,2 in 1 Convertible,13.3,2073600,8,Windows 10,1.6,Intel Core i5,Intel HD Graphics, SSD,256,moderetly expensive
1196,HP,Pavilion Power,Notebook,15.6,2073600,12,Windows 10,2.21,Intel Core i7,Nvidia GeForce Graphics, SSD&HDD,1128,moderetly expensive
1197,Lenovo,V110-15ISK (i3-6006U/4GB/1TB/Radeon,Notebook,15.6,1049088,4,No OS,1.9,Intel Core i3,AMD Radeon Graphics, HDD,1000,inexpensive
1198,Asus,Rog G752VY-GC229T,Gaming,17.3,2073600,16,Windows 10,4.3,Intel Core i7,Nvidia GeForce Graphics, SSD&HDD,1512,very expensive
1199,Acer,Aspire 3,Notebook,15.6,1049088,4,Linux,2.1,Intel Celeron,Intel HD Graphics, HDD,1000,inexpensive
1200,MSI,GS73VR 7RF,Gaming,17.3,2073600,16,Windows 10,2.43,Intel Core i7,Nvidia GeForce Graphics, SSD&HDD,1256,very expensive
1201,Dell,Inspiron 5567,Notebook,15.6,1049088,4,Windows 10,2.3,Intel Core i3,AMD Radeon Graphics, SSD,128,inexpensive
1202,Lenovo,IdeaPad 310-15ISK,Notebook,15.6,1049088,8,No OS,2.2,Intel Core i7,Nvidia GeForce Graphics, HDD,500,ideal price
1203,Dell,Inspiron 5579,2 in 1 Convertible,15.6,2073600,16,Windows 10,2,Intel Core i7,Intel UHD Graphics, SSD,512,moderetly expensive
1204,Dell,XPS 13,Ultrabook,13.3,5760000,16,Windows 10,1.2,Intel Core i7,Intel HD Graphics, SSD,512,very expensive
1205,Asus,FX502VM-DM105T (i7-6700HQ/8GB/1TB/GeForce,Gaming,15.6,2073600,8,Windows 10,2.2,Intel Core i7,Nvidia GeForce Graphics, HDD,1000,moderetly expensive
1206,Dell,Inspiron 5567,Notebook,15.6,2073600,8,Windows 10,2.36,Intel Core i5,AMD Radeon Graphics, SSD,256,ideal price
1207,HP,15-bs025nv (i5-7200U/8GB/256GB/W10),Notebook,15.6,1049088,8,Windows 10,1.91,Intel Core i5,Intel HD Graphics, SSD,256,ideal price
1208,Lenovo,IdeaPad 320-15AST,Notebook,15.6,1049088,4,Windows 10,2.2,AMD E-Series,AMD Radeon Graphics, HDD,500,inexpensive
1209,Acer,Aspire E5-774G,Notebook,17.3,1440000,8,Windows 10,3.3,Intel Core i3,Nvidia GeForce Graphics, HDD,1000,ideal price
1210,Asus,Rog Strix,Gaming,15.6,2073600,16,Windows 10,2.2,Intel Core i7,Nvidia GeForce Graphics, SSD&HDD,1256,very expensive
1211,Apple,"MacBook 12""",Ultrabook,12,3317760,8,Mac OS X,0.92,Intel Core M,Intel HD Graphics, Flash Storage,512,moderetly expensive
1212,Asus,FX502VM-AS73 (i7-7700HQ/16GB/1TB,Notebook,15.6,2073600,16,Windows 10,2.2,Intel Core i7,Nvidia GeForce Graphics, SSD&HDD,1128,expinsive
1213,MSI,GS73VR Stealth,Gaming,17.3,2073600,16,Windows 10,2.43,Intel Core i7,Nvidia GeForce Graphics, SSD&HDD,1256,expinsive
1214,Dell,Inspiron 7579,2 in 1 Convertible,15.6,2073600,8,Windows 10,2.191,Intel Core i5,Intel HD Graphics, SSD,256,ideal price
1215,Asus,ROG Strix,Gaming,17.3,2073600,16,Windows 10,2.9,Intel Core i7,Nvidia GeForce Graphics, SSD&HDD,1256,expinsive
1216,Acer,C740-C9QX (3205U/2GB/32GB/Chrome,Netbook,11.6,1049088,2,Chrome OS,1.3,Intel Celeron,Intel HD Graphics, SSD,32,inexpensive
1217,Acer,E5 774G,Notebook,17.3,1440000,4,Windows 10,3.3,Intel Core i3,Nvidia GeForce Graphics, HDD,1000,ideal price
1218,Lenovo,IdeaPad 320-17IKB,Notebook,17.3,1440000,8,No OS,2.8,Intel Core i5,Intel HD Graphics, HDD,1000,ideal price
1219,Lenovo,IdeaPad Y700-15ISK,Gaming,15.6,2073600,8,Windows 10,2.6,Intel Core i7,Nvidia GeForce Graphics, SSD&HDD,1128,moderetly expensive
1220,Acer,SP714-51 (i7-7Y75/8GB/256GB/FHD/W10),2 in 1 Convertible,14,2073600,8,Windows 10,1.2,Intel Core i7,Intel HD Graphics, SSD,256,moderetly expensive
1221,Lenovo,Thinkpad T560,Notebook,15.6,2073600,8,Windows 10,2.3,Intel Core i7,Intel HD Graphics, SSD,256,expinsive
1222,MSI,GP62MVR 6RF,Gaming,15.6,2073600,8,Windows 10,2.2,Intel Core i7,Nvidia GeForce Graphics, SSD&HDD,1128,moderetly expensive
1223,HP,15-bw009nv (A12-9720P/6GB/1TB/Radeon,Notebook,15.6,2073600,6,Windows 10,2.1,AMD A-Series,AMD Radeon Graphics, HDD,1000,ideal price
1224,Dell,Latitude E7270,Ultrabook,12.5,2073600,8,Windows 7,1.26,Intel Core i5,Intel HD Graphics, SSD,256,expinsive
1225,Dell,Inspiron 5578,2 in 1 Convertible,15,2073600,4,Windows 10,2.08,Intel Core i3,Intel HD Graphics, HDD,500,ideal price
1226,Asus,X540SA-RBPDN09 (N3710/4GB/1TB/W10),Notebook,15.6,1049088,4,Windows 10,2.65,Intel Pentium,Intel HD Graphics, HDD,1000,inexpensive
1227,Dell,XPS 13,Ultrabook,13.3,5760000,8,Windows 10,1.29,Intel Core i7,Intel HD Graphics, SSD,256,moderetly expensive
1228,Dell,Vostro 3568,Notebook,15.6,1049088,4,Linux,2.18,Intel Core i5,Intel HD Graphics, HDD,1000,ideal price
1229,Lenovo,IdeaPad Y700-15ISK,Gaming,15.6,2073600,16,Windows 10,2.6,Intel Core i7,Nvidia GeForce Graphics, SSD&HDD,1128,moderetly expensive
1230,MSI,GL62M 7RDX,Gaming,15.6,2073600,8,Windows 10,2.2,Intel Core i7,Nvidia GeForce Graphics, SSD&HDD,1128,moderetly expensive
1231,Lenovo,ThinkPad Yoga,Netbook,12.5,2073600,16,Windows 10,1.3,Intel Core i7,Intel HD Graphics, SSD,512,expinsive
1232,Razer,Blade Pro,Gaming,14,2073600,16,Windows 10,1.95,Intel Core i7,Nvidia GeForce Graphics, SSD,1000,very expensive
1233,Dell,Inspiron 3567,Notebook,15.6,1049088,8,Windows 10,2.3,Intel Core i3,Intel HD Graphics, HDD,1000,inexpensive
1234,MSI,GE72VR Apache,Gaming,17.3,2073600,16,Windows 10,2.7,Intel Core i7,Nvidia GeForce Graphics, SSD&HDD,1256,expinsive
1235,Apple,MacBook Air,Ultrabook,11.6,1049088,4,Mac OS X,1.08,Intel Core i5,Intel HD Graphics, Flash Storage,256,ideal price
1236,HP,15-bs023nv (i3-6006U/4GB/1TB/FHD/W10),Notebook,15.6,2073600,4,Windows 10,2.1,Intel Core i3,Intel HD Graphics, HDD,1000,inexpensive
1237,HP,EliteBook 840,Ultrabook,14,3686400,8,Windows 7,1.54,Intel Core i7,Intel HD Graphics, SSD,256,very expensive
1238,Dell,Vostro 3559,Notebook,15.6,1049088,4,Windows 7,2.24,Intel Core i5,Intel HD Graphics, HDD,500,ideal price
1239,MSI,GL62 6QF,Gaming,15.6,2073600,8,Windows 10,2.3,Intel Core i7,Nvidia GeForce Graphics, SSD&HDD,1128,moderetly expensive
1240,Lenovo,ThinkPad 13,Notebook,13.3,2073600,16,Windows 10,1.4,Intel Core i7,Intel HD Graphics, SSD,512,moderetly expensive
1241,Lenovo,IdeaPad 320-15ABR,Notebook,15.6,2073600,6,Windows 10,2.2,AMD A-Series,AMD Radeon Graphics, SSD,256,ideal price
1242,Asus,ZenBook UX310UA-WB71,Ultrabook,13.3,2073600,8,Windows 10,1.45,Intel Core i7,Intel HD Graphics, SSD,256,moderetly expensive
1243,Acer,Aspire ES1-572,Notebook,15.6,1049088,4,Linux,2.4,Intel Core i3,Intel HD Graphics, HDD,500,inexpensive
1244,Dell,Inspiron 7779,2 in 1 Convertible,17.3,2073600,16,Windows 10,2.77,Intel Core i7,Nvidia GeForce Graphics, SSD,512,expinsive
1245,HP,EliteBook 840,Notebook,14,2073600,4,Windows 7,1.54,Intel Core i5,Intel HD Graphics, SSD,256,moderetly expensive
1246,Asus,Rog GL553VE-FY052T,Gaming,15.6,2073600,16,Windows 10,2.5,Intel Core i7,Nvidia GeForce Graphics, SSD&HDD,1256,expinsive
1247,Dell,Latitude 5480,Notebook,14,1049088,4,Windows 10,1.6,Intel Core i5,Intel HD Graphics, HDD,500,ideal price
1248,Asus,Rog GL502VS,Gaming,15.6,2073600,16,Windows 10,2.34,Intel Core i7,Nvidia GeForce Graphics, SSD&HDD,1256,very expensive
1249,Lenovo,V510-15IKB (i5-7200U/8GB/256GB/FHD/No,Notebook,15.6,2073600,8,No OS,2.3,Intel Core i5,Intel HD Graphics, SSD,256,ideal price
1250,Dell,XPS 13,2 in 1 Convertible,13.3,5760000,8,Windows 10,1.24,Intel Core i5,Intel HD Graphics, SSD,256,expinsive
1251,Dell,Inspiron 3552,Notebook,15.6,1049088,4,Linux,2.2,Intel Pentium,Intel HD Graphics, HDD,500,inexpensive
1252,HP,255 G6,Notebook,15.6,1049088,4,Windows 10,1.86,AMD A-Series,AMD Radeon Graphics, HDD,500,inexpensive
1253,Lenovo,IdeaPad 310-15ISK,Notebook,15.6,2073600,6,Windows 10,2.4,Intel Core i3,Nvidia GeForce Graphics, SSD,128,ideal price
1254,Lenovo,ThinkPad L460,Notebook,14,2073600,8,Windows 10,1.9,Intel Core i5,Intel HD Graphics, SSD,256,moderetly expensive
1255,Dell,Inspiron 3552,Notebook,15.6,1049088,4,Windows 10,2.2,Intel Pentium,Intel HD Graphics, HDD,500,inexpensive
1256,Asus,X541NA-GO020T (N3350/4GB/1TB/W10),Notebook,15.6,1049088,4,Windows 10,2,Intel Celeron,Intel HD Graphics, HDD,1000,inexpensive
1257,Asus,Rog G752VT-GC073T,Gaming,17.3,2073600,16,Windows 10,4,Intel Core i7,Nvidia GeForce Graphics, SSD&HDD,1128,expinsive
1258,Dell,Vostro 3568,Notebook,15.6,1049088,4,Windows 10,2.29,Intel Core i3,Intel HD Graphics, HDD,500,inexpensive
1259,Lenovo,B51-80 (i7-6500U/8GB/1008GB/Radeon,Notebook,15.6,2073600,8,Windows 7,2.32,Intel Core i7,AMD Radeon Graphics, Hybrid,1000,ideal price
1260,MSI,GE62 Apache,Gaming,15.6,2073600,8,Windows 10,2.4,Intel Core i7,Nvidia GeForce Graphics, SSD&HDD,1128,moderetly expensive
1261,Lenovo,Yoga 500-14IBD,2 in 1 Convertible,14,2073600,4,Windows 10,1.8,Intel Core i5,Intel HD Graphics, SSD,128,ideal price
1262,Asus,ZenBook UX305CA-UBM1,Ultrabook,13.3,2073600,8,Windows 10,1.2,Intel Core M,Intel HD Graphics, SSD,512,ideal price
1263,Dell,Inspiron 3567,Notebook,15.6,1049088,6,Windows 10,2.3,Intel Core i3,Intel HD Graphics, HDD,1000,inexpensive
1264,Acer,Aspire ES1-531,Notebook,15.6,1049088,4,Linux,2.4,Intel Celeron,Intel HD Graphics, HDD,500,inexpensive
1265,Dell,Inspiron 3552,Notebook,15.6,1049088,2,Windows 10,2.2,Intel Celeron,Intel HD Graphics, HDD,500,inexpensive
1266,Lenovo,IdeaPad Y700-15ISK,Notebook,15.6,2073600,8,Windows 10,2.6,Intel Core i7,Nvidia GeForce Graphics, HDD,1000,ideal price
1267,HP,Pavilion 15-AW003nv,Notebook,15.6,2073600,6,Windows 10,2.04,AMD A-Series,AMD Radeon Graphics, Hybrid,1000,ideal price
1268,Dell,Inspiron 3567,Notebook,15.6,1049088,8,Linux,2.3,Intel Core i7,AMD Radeon Graphics, HDD,1000,ideal price
1269,HP,Stream 11-Y000na,Netbook,11.6,1049088,2,Windows 10,1.17,Intel Celeron,Intel HD Graphics, Flash Storage,32,inexpensive
1270,Asus,X556UJ-XO044T (i7-6500U/4GB/500GB/GeForce,Notebook,15.6,1049088,4,Windows 10,2.2,Intel Core i7,Nvidia GeForce Graphics, HDD,500,ideal price
1271,Lenovo,Yoga 500-14ISK,2 in 1 Convertible,14,2073600,4,Windows 10,1.8,Intel Core i7,Intel HD Graphics, SSD,128,ideal price
1272,Lenovo,Yoga 900-13ISK,2 in 1 Convertible,13.3,5760000,16,Windows 10,1.3,Intel Core i7,Intel HD Graphics, SSD,512,moderetly expensive
1273,Lenovo,IdeaPad 100S-14IBR,Notebook,14,1049088,2,Windows 10,1.5,Intel Celeron,Intel HD Graphics, Flash Storage,64,inexpensive
1274,HP,15-AC110nv (i7-6500U/6GB/1TB/Radeon,Notebook,15.6,1049088,6,Windows 10,2.19,Intel Core i7,AMD Radeon Graphics, HDD,1000,ideal price
1275,Asus,X553SA-XX031T (N3050/4GB/500GB/W10),Notebook,15.6,1049088,4,Windows 10,2.2,Intel Celeron,Intel HD Graphics, HDD,500,inexpensive
1276,Asus,ZenBook UX305CA-UBM1,Ultrabook,13.3,2073600,8,Windows 10,1.2,Intel Core M,Intel HD Graphics, SSD,512,ideal price
1277,Dell,Inspiron 3567,Notebook,15.6,1049088,6,Windows 10,2.3,Intel Core i3,Intel HD Graphics, HDD,1000,inexpensive
1278,Acer,Aspire ES1-531,Notebook,15.6,1049088,4,Linux,2.4,Intel Celeron,Intel HD Graphics, HDD,500,inexpensive
1279,Dell,Inspiron 3552,Notebook,15.6,1049088,2,Windows 10,2.2,Intel Celeron,Intel HD Graphics, HDD,500,inexpensive
1280,Lenovo,IdeaPad Y700-15ISK,Notebook,15.6,2073600,8,Windows 10,2.6,Intel Core i7,Nvidia GeForce Graphics, HDD,1000,ideal price
1281,HP,Pavilion 15-AW003nv,Notebook,15.6,2073600,6,Windows 10,2.04,AMD A-Series,AMD Radeon Graphics, Hybrid,1000,ideal price
1282,Dell,Inspiron 3567,Notebook,15.6,1049088,8,Linux,2.3,Intel Core i7,AMD Radeon Graphics, HDD,1000,ideal price
1283,HP,Stream 11-Y000na,Netbook,11.6,1049088,2,Windows 10,1.17,Intel Celeron,Intel HD Graphics, Flash Storage,32,inexpensive
1284,Asus,X556UJ-XO044T (i7-6500U/4GB/500GB/GeForce,Notebook,15.6,1049088,4,Windows 10,2.2,Intel Core i7,Nvidia GeForce Graphics, HDD,500,ideal price
