"Company","TypeName","Inches","ScreenResolution","Ram","OpSys","Weight","Price_euros","CPU","GPU","MemoryType","MemorySize","price"
"Lenovo","Notebook",15.6,2073600,4,"Windows 7",2.32,825,"Intel Core i7","Intel HD Graphics"," Hybrid",1000,"ideal price"
"Lenovo","Gaming",15.6,2073600,16,"Windows 10",3.31,1305,"Intel Core i7","Nvidia GeForce Graphics"," SSD",512,"moderetly expensive"
"MSI","Gaming",15.6,2073600,16,"Windows 10",1.91,2153.37,"Intel Core i7","Nvidia GeForce Graphics"," SSD&HDD",1128,"very expensive"
"HP","Notebook",15.6,1049088,4,"Windows 10",2.07,650,"Intel Core i3","Intel HD Graphics"," HDD",500,"ideal price"
"Lenovo","2 in 1 Convertible",14,3686400,8,"Windows 10",1.36,1637,"Intel Core i5","Intel HD Graphics"," SSD",256,"expinsive"
"Lenovo","Ultrabook",15.6,2073600,6,"Windows 10",1.54,831,"Intel Core i7","Nvidia GeForce Graphics"," SSD",256,"ideal price"
"Dell","Notebook",15.6,2073600,8,"Linux",1.98,895.01,"Intel Core i7","Nvidia GeForce Graphics"," SSD",256,"ideal price"
"Acer","Notebook",15.6,1049088,4,"Windows 10",2.1,333,"Intel Celeron","Intel HD Graphics"," HDD",500,"inexpensive"
"HP","Notebook",15.6,2073600,6,"Windows 10",2.18,799,"Intel Core i7","Nvidia GeForce Graphics"," HDD",1000,"ideal price"
"Asus","Gaming",15.6,2073600,8,"Windows 10",2.591,909,"Intel Core i7","Nvidia GeForce Graphics"," SSD&HDD",1256,"ideal price"
"Dell","2 in 1 Convertible",15.6,2073600,16,"Windows 10",2.09,1179,"Intel Core i7","Intel HD Graphics"," SSD",512,"moderetly expensive"
"Acer","Notebook",15.6,2073600,4,"Windows 10",2.23,691,"Intel Core i5","Nvidia GeForce Graphics"," SSD",256,"ideal price"
"Dell","Ultrabook",13.3,5760000,8,"Linux",1.23,1099,"Intel Core i5","Intel HD Graphics"," SSD",256,"moderetly expensive"
"Acer","Gaming",17.3,2073600,16,"Windows 10",4.2,2599,"Intel Core i7","Nvidia GeForce Graphics"," SSD&HDD",1256,"very expensive"
"Lenovo","Gaming",15.6,2073600,8,"Windows 10",2.4,819,"Intel Core i5","Nvidia GeForce Graphics"," HDD",1000,"ideal price"
"Samsung","2 in 1 Convertible",12.3,3840000,4,"Chrome OS",1.15,659,"Other","Other"," Flash Storage",32,"ideal price"
"HP","Notebook",15.6,1049088,4,"Windows 10",1.86,485,"Intel Core i5","Intel HD Graphics"," HDD",500,"inexpensive"
"Apple","Ultrabook",12,3317760,8,"Mac OS X",0.92,1163,"Intel Core M","Intel HD Graphics"," Flash Storage",256,"moderetly expensive"
"Dell","2 in 1 Convertible",13.3,2073600,8,"Windows 10",1.6,1199,"Intel Core i5","Intel HD Graphics"," SSD",256,"moderetly expensive"
"HP","Notebook",15.6,2073600,12,"Windows 10",2.21,1327,"Intel Core i7","Nvidia GeForce Graphics"," SSD&HDD",1128,"moderetly expensive"
"Lenovo","Notebook",15.6,1049088,4,"No OS",1.9,368,"Intel Core i3","AMD Radeon Graphics"," HDD",1000,"inexpensive"
"Asus","Gaming",17.3,2073600,16,"Windows 10",4.3,2150,"Intel Core i7","Nvidia GeForce Graphics"," SSD&HDD",1512,"very expensive"
"Acer","Notebook",15.6,1049088,4,"Linux",2.1,272,"Intel Celeron","Intel HD Graphics"," HDD",1000,"inexpensive"
"MSI","Gaming",17.3,2073600,16,"Windows 10",2.43,2048.9,"Intel Core i7","Nvidia GeForce Graphics"," SSD&HDD",1256,"very expensive"
"Dell","Notebook",15.6,1049088,4,"Windows 10",2.3,499,"Intel Core i3","AMD Radeon Graphics"," SSD",128,"inexpensive"
"Lenovo","Notebook",15.6,1049088,8,"No OS",2.2,629,"Intel Core i7","Nvidia GeForce Graphics"," HDD",500,"ideal price"
"Dell","2 in 1 Convertible",15.6,2073600,16,"Windows 10",2,1285,"Intel Core i7","Intel UHD Graphics"," SSD",512,"moderetly expensive"
"Dell","Ultrabook",13.3,5760000,16,"Windows 10",1.2,2680,"Intel Core i7","Intel HD Graphics"," SSD",512,"very expensive"
"Asus","Gaming",15.6,2073600,8,"Windows 10",2.2,1169,"Intel Core i7","Nvidia GeForce Graphics"," HDD",1000,"moderetly expensive"
"Dell","Notebook",15.6,2073600,8,"Windows 10",2.36,889,"Intel Core i5","AMD Radeon Graphics"," SSD",256,"ideal price"
"HP","Notebook",15.6,1049088,8,"Windows 10",1.91,579,"Intel Core i5","Intel HD Graphics"," SSD",256,"ideal price"
"Lenovo","Notebook",15.6,1049088,4,"Windows 10",2.2,299,"AMD E-Series","AMD Radeon Graphics"," HDD",500,"inexpensive"
"Acer","Notebook",17.3,1440000,8,"Windows 10",3.3,629,"Intel Core i3","Nvidia GeForce Graphics"," HDD",1000,"ideal price"
"Asus","Gaming",15.6,2073600,16,"Windows 10",2.2,2449,"Intel Core i7","Nvidia GeForce Graphics"," SSD&HDD",1256,"very expensive"
"Apple","Ultrabook",12,3317760,8,"Mac OS X",0.92,1279,"Intel Core M","Intel HD Graphics"," Flash Storage",512,"moderetly expensive"
"Asus","Notebook",15.6,2073600,16,"Windows 10",2.2,1749,"Intel Core i7","Nvidia GeForce Graphics"," SSD&HDD",1128,"expinsive"
"MSI","Gaming",17.3,2073600,16,"Windows 10",2.43,1948.99,"Intel Core i7","Nvidia GeForce Graphics"," SSD&HDD",1256,"expinsive"
"Dell","2 in 1 Convertible",15.6,2073600,8,"Windows 10",2.191,999,"Intel Core i5","Intel HD Graphics"," SSD",256,"ideal price"
"Asus","Gaming",17.3,2073600,16,"Windows 10",2.9,1949,"Intel Core i7","Nvidia GeForce Graphics"," SSD&HDD",1256,"expinsive"
"Acer","Netbook",11.6,1049088,2,"Chrome OS",1.3,174,"Intel Celeron","Intel HD Graphics"," SSD",32,"inexpensive"
"Acer","Notebook",17.3,1440000,4,"Windows 10",3.3,598,"Intel Core i3","Nvidia GeForce Graphics"," HDD",1000,"ideal price"
"Lenovo","Notebook",17.3,1440000,8,"No OS",2.8,539,"Intel Core i5","Intel HD Graphics"," HDD",1000,"ideal price"
"Lenovo","Gaming",15.6,2073600,8,"Windows 10",2.6,1272,"Intel Core i7","Nvidia GeForce Graphics"," SSD&HDD",1128,"moderetly expensive"
"Acer","2 in 1 Convertible",14,2073600,8,"Windows 10",1.2,1149,"Intel Core i7","Intel HD Graphics"," SSD",256,"moderetly expensive"
"Lenovo","Notebook",15.6,2073600,8,"Windows 10",2.3,1529,"Intel Core i7","Intel HD Graphics"," SSD",256,"expinsive"
"MSI","Gaming",15.6,2073600,8,"Windows 10",2.2,1476.11,"Intel Core i7","Nvidia GeForce Graphics"," SSD&HDD",1128,"moderetly expensive"
"HP","Notebook",15.6,2073600,6,"Windows 10",2.1,529,"AMD A-Series","AMD Radeon Graphics"," HDD",1000,"ideal price"
"Dell","Ultrabook",12.5,2073600,8,"Windows 7",1.26,1713.37,"Intel Core i5","Intel HD Graphics"," SSD",256,"expinsive"
"Dell","2 in 1 Convertible",15,2073600,4,"Windows 10",2.08,509,"Intel Core i3","Intel HD Graphics"," HDD",500,"ideal price"
"Asus","Notebook",15.6,1049088,4,"Windows 10",2.65,309,"Intel Pentium","Intel HD Graphics"," HDD",1000,"inexpensive"
"Dell","Ultrabook",13.3,5760000,8,"Windows 10",1.29,1477,"Intel Core i7","Intel HD Graphics"," SSD",256,"moderetly expensive"
"Dell","Notebook",15.6,1049088,4,"Linux",2.18,521.86,"Intel Core i5","Intel HD Graphics"," HDD",1000,"ideal price"
"Lenovo","Gaming",15.6,2073600,16,"Windows 10",2.6,1029,"Intel Core i7","Nvidia GeForce Graphics"," SSD&HDD",1128,"moderetly expensive"
"MSI","Gaming",15.6,2073600,8,"Windows 10",2.2,1149,"Intel Core i7","Nvidia GeForce Graphics"," SSD&HDD",1128,"moderetly expensive"
"Lenovo","Netbook",12.5,2073600,16,"Windows 10",1.3,1650,"Intel Core i7","Intel HD Graphics"," SSD",512,"expinsive"
"Razer","Gaming",14,2073600,16,"Windows 10",1.95,3499,"Intel Core i7","Nvidia GeForce Graphics"," SSD",1000,"very expensive"
"Dell","Notebook",15.6,1049088,8,"Windows 10",2.3,469.01,"Intel Core i3","Intel HD Graphics"," HDD",1000,"inexpensive"
"MSI","Gaming",17.3,2073600,16,"Windows 10",2.7,1598,"Intel Core i7","Nvidia GeForce Graphics"," SSD&HDD",1256,"expinsive"
"Apple","Ultrabook",11.6,1049088,4,"Mac OS X",1.08,959,"Intel Core i5","Intel HD Graphics"," Flash Storage",256,"ideal price"
"HP","Notebook",15.6,2073600,4,"Windows 10",2.1,478,"Intel Core i3","Intel HD Graphics"," HDD",1000,"inexpensive"
"HP","Ultrabook",14,3686400,8,"Windows 7",1.54,2198.19,"Intel Core i7","Intel HD Graphics"," SSD",256,"very expensive"
"Dell","Notebook",15.6,1049088,4,"Windows 7",2.24,737,"Intel Core i5","Intel HD Graphics"," HDD",500,"ideal price"
"MSI","Gaming",15.6,2073600,8,"Windows 10",2.3,1169,"Intel Core i7","Nvidia GeForce Graphics"," SSD&HDD",1128,"moderetly expensive"
"Lenovo","Notebook",13.3,2073600,16,"Windows 10",1.4,1499,"Intel Core i7","Intel HD Graphics"," SSD",512,"moderetly expensive"
"Lenovo","Notebook",15.6,2073600,6,"Windows 10",2.2,597.57,"AMD A-Series","AMD Radeon Graphics"," SSD",256,"ideal price"
"Asus","Ultrabook",13.3,2073600,8,"Windows 10",1.45,1280,"Intel Core i7","Intel HD Graphics"," SSD",256,"moderetly expensive"
"Acer","Notebook",15.6,1049088,4,"Linux",2.4,361.8,"Intel Core i3","Intel HD Graphics"," HDD",500,"inexpensive"
"Dell","2 in 1 Convertible",17.3,2073600,16,"Windows 10",2.77,1799,"Intel Core i7","Nvidia GeForce Graphics"," SSD",512,"expinsive"
"HP","Notebook",14,2073600,4,"Windows 7",1.54,1099.99,"Intel Core i5","Intel HD Graphics"," SSD",256,"moderetly expensive"
"Asus","Gaming",15.6,2073600,16,"Windows 10",2.5,1600,"Intel Core i7","Nvidia GeForce Graphics"," SSD&HDD",1256,"expinsive"
"Dell","Notebook",14,1049088,4,"Windows 10",1.6,875,"Intel Core i5","Intel HD Graphics"," HDD",500,"ideal price"
"Asus","Gaming",15.6,2073600,16,"Windows 10",2.34,2325,"Intel Core i7","Nvidia GeForce Graphics"," SSD&HDD",1256,"very expensive"
"Lenovo","Notebook",15.6,2073600,8,"No OS",2.3,573,"Intel Core i5","Intel HD Graphics"," SSD",256,"ideal price"
"Dell","2 in 1 Convertible",13.3,5760000,8,"Windows 10",1.24,1813,"Intel Core i5","Intel HD Graphics"," SSD",256,"expinsive"
"Dell","Notebook",15.6,1049088,4,"Linux",2.2,324,"Intel Pentium","Intel HD Graphics"," HDD",500,"inexpensive"
"HP","Notebook",15.6,1049088,4,"Windows 10",1.86,399,"AMD A-Series","AMD Radeon Graphics"," HDD",500,"inexpensive"
"Lenovo","Notebook",15.6,2073600,6,"Windows 10",2.4,569,"Intel Core i3","Nvidia GeForce Graphics"," SSD",128,"ideal price"
"Lenovo","Notebook",14,2073600,8,"Windows 10",1.9,1072,"Intel Core i5","Intel HD Graphics"," SSD",256,"moderetly expensive"
"Dell","Notebook",15.6,1049088,4,"Windows 10",2.2,443.99,"Intel Pentium","Intel HD Graphics"," HDD",500,"inexpensive"
"Asus","Notebook",15.6,1049088,4,"Windows 10",2,339,"Intel Celeron","Intel HD Graphics"," HDD",1000,"inexpensive"
"Asus","Gaming",17.3,2073600,16,"Windows 10",4,1900,"Intel Core i7","Nvidia GeForce Graphics"," SSD&HDD",1128,"expinsive"
"Dell","Notebook",15.6,1049088,4,"Windows 10",2.29,490,"Intel Core i3","Intel HD Graphics"," HDD",500,"inexpensive"
"Lenovo","Notebook",15.6,2073600,8,"Windows 7",2.32,895,"Intel Core i7","AMD Radeon Graphics"," Hybrid",1000,"ideal price"
"MSI","Gaming",15.6,2073600,8,"Windows 10",2.4,1229,"Intel Core i7","Nvidia GeForce Graphics"," SSD&HDD",1128,"moderetly expensive"
"Lenovo","2 in 1 Convertible",14,2073600,4,"Windows 10",1.8,833.01,"Intel Core i5","Intel HD Graphics"," SSD",128,"ideal price"
"Asus","Ultrabook",13.3,2073600,8,"Windows 10",1.2,729,"Intel Core M","Intel HD Graphics"," SSD",512,"ideal price"
"Dell","Notebook",15.6,1049088,6,"Windows 10",2.3,459,"Intel Core i3","Intel HD Graphics"," HDD",1000,"inexpensive"
"Acer","Notebook",15.6,1049088,4,"Linux",2.4,289,"Intel Celeron","Intel HD Graphics"," HDD",500,"inexpensive"
"Dell","Notebook",15.6,1049088,2,"Windows 10",2.2,379,"Intel Celeron","Intel HD Graphics"," HDD",500,"inexpensive"
"Lenovo","Notebook",15.6,2073600,8,"Windows 10",2.6,899,"Intel Core i7","Nvidia GeForce Graphics"," HDD",1000,"ideal price"
"HP","Notebook",15.6,2073600,6,"Windows 10",2.04,549.99,"AMD A-Series","AMD Radeon Graphics"," Hybrid",1000,"ideal price"
"Dell","Notebook",15.6,1049088,8,"Linux",2.3,805.99,"Intel Core i7","AMD Radeon Graphics"," HDD",1000,"ideal price"
"HP","Netbook",11.6,1049088,2,"Windows 10",1.17,209,"Intel Celeron","Intel HD Graphics"," Flash Storage",32,"inexpensive"
"Asus","Notebook",15.6,1049088,4,"Windows 10",2.2,720.32,"Intel Core i7","Nvidia GeForce Graphics"," HDD",500,"ideal price"
"Lenovo","2 in 1 Convertible",14,2073600,4,"Windows 10",1.8,638,"Intel Core i7","Intel HD Graphics"," SSD",128,"ideal price"
"Lenovo","2 in 1 Convertible",13.3,5760000,16,"Windows 10",1.3,1499,"Intel Core i7","Intel HD Graphics"," SSD",512,"moderetly expensive"
"Lenovo","Notebook",14,1049088,2,"Windows 10",1.5,229,"Intel Celeron","Intel HD Graphics"," Flash Storage",64,"inexpensive"
"HP","Notebook",15.6,1049088,6,"Windows 10",2.19,764,"Intel Core i7","AMD Radeon Graphics"," HDD",1000,"ideal price"
"Asus","Notebook",15.6,1049088,4,"Windows 10",2.2,369,"Intel Celeron","Intel HD Graphics"," HDD",500,"inexpensive"
"Asus","Ultrabook",13.3,2073600,8,"Windows 10",1.2,729,"Intel Core M","Intel HD Graphics"," SSD",512,"ideal price"
"Dell","Notebook",15.6,1049088,6,"Windows 10",2.3,459,"Intel Core i3","Intel HD Graphics"," HDD",1000,"inexpensive"
"Acer","Notebook",15.6,1049088,4,"Linux",2.4,289,"Intel Celeron","Intel HD Graphics"," HDD",500,"inexpensive"
"Dell","Notebook",15.6,1049088,2,"Windows 10",2.2,379,"Intel Celeron","Intel HD Graphics"," HDD",500,"inexpensive"
"Lenovo","Notebook",15.6,2073600,8,"Windows 10",2.6,899,"Intel Core i7","Nvidia GeForce Graphics"," HDD",1000,"ideal price"
"HP","Notebook",15.6,2073600,6,"Windows 10",2.04,549.99,"AMD A-Series","AMD Radeon Graphics"," Hybrid",1000,"ideal price"
"Dell","Notebook",15.6,1049088,8,"Linux",2.3,805.99,"Intel Core i7","AMD Radeon Graphics"," HDD",1000,"ideal price"
"HP","Netbook",11.6,1049088,2,"Windows 10",1.17,209,"Intel Celeron","Intel HD Graphics"," Flash Storage",32,"inexpensive"
"Asus","Notebook",15.6,1049088,4,"Windows 10",2.2,720.32,"Intel Core i7","Nvidia GeForce Graphics"," HDD",500,"ideal price"
"Lenovo","2 in 1 Convertible",14,2073600,4,"Windows 10",1.8,638,"Intel Core i7","Intel HD Graphics"," SSD",128,"ideal price"
"Lenovo","2 in 1 Convertible",13.3,5760000,16,"Windows 10",1.3,1499,"Intel Core i7","Intel HD Graphics"," SSD",512,"moderetly expensive"
"Lenovo","Notebook",14,1049088,2,"Windows 10",1.5,229,"Intel Celeron","Intel HD Graphics"," Flash Storage",64,"inexpensive"
"HP","Notebook",15.6,1049088,6,"Windows 10",2.19,764,"Intel Core i7","AMD Radeon Graphics"," HDD",1000,"ideal price"
"Asus","Notebook",15.6,1049088,4,"Windows 10",2.2,369,"Intel Celeron","Intel HD Graphics"," HDD",500,"inexpensive"
"Asus","Ultrabook",13.3,2073600,8,"Windows 10",1.2,729,"Intel Core M","Intel HD Graphics"," SSD",512,"ideal price"
"Dell","Notebook",15.6,1049088,6,"Windows 10",2.3,459,"Intel Core i3","Intel HD Graphics"," HDD",1000,"inexpensive"
"Acer","Notebook",15.6,1049088,4,"Linux",2.4,289,"Intel Celeron","Intel HD Graphics"," HDD",500,"inexpensive"
"Dell","Notebook",15.6,1049088,2,"Windows 10",2.2,379,"Intel Celeron","Intel HD Graphics"," HDD",500,"inexpensive"
"Lenovo","Notebook",15.6,2073600,8,"Windows 10",2.6,899,"Intel Core i7","Nvidia GeForce Graphics"," HDD",1000,"ideal price"
"HP","Notebook",15.6,2073600,6,"Windows 10",2.04,549.99,"AMD A-Series","AMD Radeon Graphics"," Hybrid",1000,"ideal price"
"Dell","Notebook",15.6,1049088,8,"Linux",2.3,805.99,"Intel Core i7","AMD Radeon Graphics"," HDD",1000,"ideal price"
"HP","Netbook",11.6,1049088,2,"Windows 10",1.17,209,"Intel Celeron","Intel HD Graphics"," Flash Storage",32,"inexpensive"
"Asus","Notebook",15.6,1049088,4,"Windows 10",2.2,720.32,"Intel Core i7","Nvidia GeForce Graphics"," HDD",500,"ideal price"
"Lenovo","2 in 1 Convertible",14,2073600,4,"Windows 10",1.8,638,"Intel Core i7","Intel HD Graphics"," SSD",128,"ideal price"
"Lenovo","2 in 1 Convertible",13.3,5760000,16,"Windows 10",1.3,1499,"Intel Core i7","Intel HD Graphics"," SSD",512,"moderetly expensive"
"Lenovo","Notebook",14,1049088,2,"Windows 10",1.5,229,"Intel Celeron","Intel HD Graphics"," Flash Storage",64,"inexpensive"
"HP","Notebook",15.6,1049088,6,"Windows 10",2.19,764,"Intel Core i7","AMD Radeon Graphics"," HDD",1000,"ideal price"
"Asus","Notebook",15.6,1049088,4,"Windows 10",2.2,369,"Intel Celeron","Intel HD Graphics"," HDD",500,"inexpensive"
